type,title_clean,cast_clean,listed_in_clean,description_clean,genres,release_year,duration,country,rating,country_encoded,rating_encoded
0,atm,chantavit dhanasevi preechaya pongthananikorn chaleumpol tikumpornteerawong thawat pornrattanaprasert sananthachat thanapatpisal pongkool suebsung puttachat pongsuchat gornpop janjaroen yanee tramoth pongsatorn jongwilak,comedy international movie romantic movie,broken atm dish fortune couple work bank vies see recover cash – loser must find new job,"['comedy', 'international', 'movie', 'romantic', 'movie']",2012,122 min,"United States, Canada",TV-14,621,9
1,atomic puppet,eric bauza lisa norton carlos díaz peter oldring heather bambrick rick miller rob tinkler kristina nicoll,crime tv show kid tv tv comedy,captain atomic – superhero sock puppet – activate power help joey new partner biggest fan,"['crime', 'tv', 'show', 'kid', 'tv', 'tv', 'comedy']",2016,1 Season,"Canada, France",TV-Y7,62,14
0,attacking devil harold evans last nazi war crime,harold evans,documentary international movie,intrepid newspaper editor harold evans wage ongoing battle expose truth dangerous drug obtain compensation victim,"['documentary', 'international', 'movie']",2014,102 min,United Kingdom,TV-14,506,9
0,attitude test,belén soto denise rosenthal constanza piccoli fabiola alarcón lucas balmaceda agustín silva camilo carmona ingrid cruz elvis fuentes samuel landea,comedy independent movie international movie,four high school senior steal important college entrance exam go vacation study accidentally lose exam partying,"['comedy', 'independent', 'movie', 'international', 'movie']",2016,88 min,Chile,TV-14,96,9
0,auschwitz blueprint genocide,roy marsden,documentary,newly released kgb file expose evidence proving architect engineer conspired nazi build camp designed genocide,['documentary'],1994,49 min,United Kingdom,TV-PG,506,12
1,aussie gold hunter,unknown,docuseries international tv show reality tv,three team gold hunter battle manner challenge pursuing dream australian outback,"['docuseries', 'international', 'tv', 'show', 'reality', 'tv']",2016,1 Season,Australia,TV-MA,15,11
0,automaton,antonio banderas dylan mcdermott melanie griffith birgitte hjort sørensen robert forster christa campbell tim mcinnerny andy nyman david ryall,international movie scifi fantasy thriller,dystopian future insurance adjuster tech company investigates robot killed violating protocol discovers global conspiracy,"['international', 'movie', 'scifi', 'fantasy', 'thriller']",2014,110 min,"Bulgaria, United States, Spain, Canada",R,54,8
0,avenger infinity war,robert downey jr josh brolin mark ruffalo tom hiddleston chris evans chris hemsworth jeremy renner chris pratt elizabeth olsen sebastian stan benedict cumberbatch paul bettany cobie smulders benedict wong zoe saldana karen gillan vin diesel dave bautista bradley cooper pom klementieff scarlett johansson benicio del toro anthony mackie chadwick boseman danai gurira paul rudd cheadle tom holland,action adventure scifi fantasy,superheroes amass stop intergalactic sociopath thanos acquiring full set infinity stone wiping half life universe,"['action', 'adventure', 'scifi', 'fantasy']",2018,150 min,United States,PG-13,603,7
0,avicii true story,avicii,documentary international movie music musical,follow meteoric rise tim bergling aka avicii swedish teenager creative force behind wake make hit,"['documentary', 'international', 'movie', 'music', 'musical']",2017,97 min,"Sweden, Netherlands",TV-MA,472,11
0,azhar,emraan hashmi prachi desai nargis fakhri lara dutta kunaal roy kapur gautam gulati anikie maguire kulbhushan kharbanda rajesh sharma shernaz patel veerendra saxena,drama international movie sport movie,biopic trace tumultuous life career top cricket player mohammad azharuddin led india national team 1990s,"['drama', 'international', 'movie', 'sport', 'movie']",2016,129 min,India,TV-14,251,9
0,ba pas,shadab kamal shilpa shukla rajesh sharma dibyendu bhattacharya vijay kaushik anula navlekar happy ranjit raveena singh padam mishra,drama independent movie international movie,orphaned loose end young mukesh fall seductive orbit married sarika lead ever deeper world sex betrayal,"['drama', 'independent', 'movie', 'international', 'movie']",2013,99 min,India,TV-14,251,9
0,babam oğlum,çetin tekindor fikret kuşkan hümeyra ege tanman şerif sezer yetkin dikinciler binnur kaya mahmut gökgöz nergis çorakçi bilge sen,drama international movie,following turkey bloody coup 1980 widowed reporter return aegean hometown bringing son last wish estranged father,"['drama', 'international', 'movie']",2005,112 min,Turkey,TV-14,492,9
0,babel,brad pitt cate blanchett gael garcía bernal koji yakusho adriana barraza rinko kikuchi said tarchani boubker ait el caid elle fanning nathan gamble mohamed akhzam,drama independent movie,american couple vacationing morocco fall victim random act violence series event unfolds across four country,"['drama', 'independent', 'movie']",2006,143 min,"France, United States, Mexico",R,208,8
0,bachelor girl,unknown,documentary international movie,intimate interview documentary explores stigma facing independent woman seek housing modern mumbai,"['documentary', 'international', 'movie']",2016,61 min,India,TV-MA,251,11
0,back forth,ingrid guimarães fábio assunção alice braga rosanne mulholland caroline abras joão assunção,comedy drama international movie,car break en route são paulo father son accept ride four beautiful telemarketers headed holiday,"['comedy', 'drama', 'international', 'movie']",2016,95 min,Brazil,NR,45,5
0,backcountry,missy peregrym jeff roop eric balfour nicholas campbell,horror movie independent movie thriller,weekend hike urbanites alex jenn take dangerous turn become lost deep remote territory menacing bear,"['horror', 'movie', 'independent', 'movie', 'thriller']",2014,92 min,Canada,NR,58,5
0,backfire,black deniro byron squally vinson dominic costa nick ferraro peter ferriero jowharah jones,drama independent movie thriller,two wouldbe robber accidentally kill made man find run south philly italian mob,"['drama', 'independent', 'movie', 'thriller']",2019,97 min,United States,TV-MA,603,11
0,backtrack,adrien brody sam neill robin mcleavy bruce spence jenni baird chloe bayliss anna lise phillips george shevtsov,drama thriller,haunted vision dead psychologist peter return home confront longago trauma trip exorcise embolden ghost,"['drama', 'thriller']",2015,90 min,"Australia, United Kingdom, United Arab Emirates, Canada",R,28,8
0,bad boy,smith martin lawrence téa leoni tchéky karyo theresa randle joe pantoliano emmanuel xuereb michael imperioli nestor serrano julio oscar mechoso,action adventure comedy,fastpaced actioner two miami narcotic cop hot trail master crook snatched 100 million worth heroin,"['action', 'adventure', 'comedy']",1995,119 min,United States,R,603,8
0,bad boy ii,smith martin lawrence jordi mollà gabrielle union peter stormare theresa randle joe pantoliano michael shannon jon seda yul vazquez,action adventure comedy,hyperkinetic sequel pair miami narcotic cop investigate cuban drug kingpin connection florida influx ecstasy,"['action', 'adventure', 'comedy']",2003,147 min,United States,R,603,8
1,bad education,jack whitehall mathew horne sarah solemani michelle gomez nikki runeckles kae alexander layton williams ethan lawrence charlie wernham jack binstead jack bence harry enfield,british tv show tv comedy,history teacher posh abbey grove alfie wicker something truly special he school england single worst educator,"['british', 'tv', 'show', 'tv', 'comedy']",2014,3 Seasons,United Kingdom,TV-MA,506,11
0,bad match,jack cutmorescott lili simmons brandon scott chase williamson noureen dewulf seth morris christine donlon trent haaga kahyun kim cynthia rose hall zedrick restauro eric podnar,thriller,player us internet facilitate womanizing way tormented spurns persistent woman wont take answer,['thriller'],2017,83 min,"Singapore, United States",TV-MA,423,11
0,bad rap,jonathan park awkwafina david lee richard lee,documentary music musical,four young asianamerican rapper strive achieve success term musical genre often treat outsider,"['documentary', 'music', 'musical']",2016,83 min,"United States, Canada",TV-MA,621,11
1,badalte rishton ki dastaan,additi gupta sanjeeda sheikh kiran karmarkar abhinav shukla tanushree kaushal mona ambegaonkar,international tv show tv drama,man killed wife lover – pregnant child – come thumb brutal dictatorial father,"['international', 'tv', 'show', 'tv', 'drama']",2013,1 Season,India,TV-14,251,9
0,badha,amruta subhash rajesh devika daftardar renuka daftardar uttara baokar jyoti subhash milind shinde sachin mondkar,drama international movie,young woman suspected practicing black magic witchcraft demonized forced live apart family,"['drama', 'international', 'movie']",2006,91 min,India,TV-14,251,9
0,badland,kevin makely bruce dern mira sorvino trace adkins wes studi tony todd jeff fahey james russo amanda wy,drama,detective license kill roams old west wrangle confederate war criminal meet pioneer woman throw journey track,['drama'],2019,117 min,United States,TV-14,603,9
1,bala loca,alejandro goic trinidad gonzález ingrid isensee mario horton manuela oyarzún fernanda urrejola catalina saavedra pablo schwarz aline küppenheim marcial tagle víctor quezada alfredo castro roberto farías hugo medina daniel candia maría paz grandjean alejandro sieveking nicolás durán sergio hernández willy semler erto pantoja,international tv show spanishlanguage tv show tv drama,veteran journalist starting news site corruption chile stumble big story fellow investigative reporter dy suspiciously,"['international', 'tv', 'show', 'spanishlanguage', 'tv', 'show', 'tv', 'drama']",2016,1 Season,Chile,TV-MA,96,11
0,balto,kevin bacon bob hoskins bridget fonda jim cummings phil collins jack angel danny mann robbie rist,child family movie drama,balto half wolf half dog endures taunt disapproving human guide precious cargo medicine alaskan winter,"['child', 'family', 'movie', 'drama']",1995,78 min,United States,G,603,3
0,balto 2 wolf quest,maurice lamarche jodi benson lacey chabert david carradine mark hamill charles fleischer peter macnicol rob paulsen nicolette little melanie stone,child family movie,halfdog halfwolf balto voiced maurice lamarche wife proudly put pup adoption human nobody take daughter aleu look much like wolf run away search place world,"['child', 'family', 'movie']",2001,75 min,United States,G,603,3
